user_id,train_movies
303,"Movie name: ""Only You (1994)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""City of Lost Children, The (1995)"", Movie Genre: Adventure, Sci-Fi Rating: 4,
Movie name: ""Forrest Gump (1994)"", Movie Genre: Comedy, Romance, War Rating: 5,
Movie name: ""Pollyanna (1960)"", Movie Genre: Children's, Comedy, Drama Rating: 2,
Movie name: ""One Fine Day (1996)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""Citizen Kane (1941)"", Movie Genre: Drama Rating: 5,
Movie name: ""Pinocchio (1940)"", Movie Genre: Animation, Children's Rating: 4,
Movie name: ""Lost World: Jurassic Park, The (1997)"", Movie Genre: Action, Adventure, Sci-Fi, Thriller Rating: 3,
Movie name: ""Shining, The (1980)"", Movie Genre: Horror Rating: 4,
Movie name: ""Top Gun (1986)"", Movie Genre: Action, Romance Rating: 5"
122,"Movie name: ""Age of Innocence, The (1993)"", Movie Genre: Drama Rating: 5,
Movie name: ""My Left Foot (1989)"", Movie Genre: Drama Rating: 4,
Movie name: ""Miracle on 34th Street (1994)"", Movie Genre: Drama Rating: 4,
Movie name: ""Magnificent Seven, The (1954)"", Movie Genre: Action, Drama, Western Rating: 4,
Movie name: ""Field of Dreams (1989)"", Movie Genre: Drama Rating: 4,
Movie name: ""To Die For (1995)"", Movie Genre: Comedy, Drama Rating: 5,
Movie name: ""To Kill a Mockingbird (1962)"", Movie Genre: Drama Rating: 3,
Movie name: ""Bitter Moon (1992)"", Movie Genre: Drama Rating: 2,
Movie name: ""Sex, Lies, and Videotape (1989)"", Movie Genre: Drama Rating: 5,
Movie name: ""Unbearable Lightness of Being, The (1988)"", Movie Genre: Drama Rating: 5"
194,"Movie name: ""Sabrina (1995)"", Movie Genre: Comedy, Romance Rating: 2,
Movie name: ""Jean de Florette (1986)"", Movie Genre: Drama Rating: 4,
Movie name: ""True Lies (1994)"", Movie Genre: Action, Adventure, Comedy, Romance Rating: 2,
Movie name: ""Blue Sky (1994)"", Movie Genre: Drama, Romance Rating: 2,
Movie name: ""Red Rock West (1992)"", Movie Genre: Thriller Rating: 4,
Movie name: ""Return of the Jedi (1983)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 3,
Movie name: ""Grumpier Old Men (1995)"", Movie Genre: Comedy, Romance Rating: 2,
Movie name: ""Outbreak (1995)"", Movie Genre: Action, Drama, Thriller Rating: 3,
Movie name: ""While You Were Sleeping (1995)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Empire Strikes Back, The (1980)"", Movie Genre: Action, Adventure, Drama, Romance, Sci-Fi, War Rating: 3"
291,"Movie name: ""Just Cause (1995)"", Movie Genre: Mystery, Thriller Rating: 4,
Movie name: ""Twister (1996)"", Movie Genre: Action, Adventure, Thriller Rating: 2,
Movie name: ""Die Hard (1988)"", Movie Genre: Action, Thriller Rating: 5,
Movie name: ""Hot Shots! Part Deux (1993)"", Movie Genre: Action, Comedy, War Rating: 4,
Movie name: ""Perfect World, A (1993)"", Movie Genre: Action, Drama Rating: 5,
Movie name: ""Major Payne (1994)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Cinderella (1950)"", Movie Genre: Animation, Children's, Musical Rating: 4,
Movie name: ""Houseguest (1994)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Con Air (1997)"", Movie Genre: Action, Adventure, Thriller Rating: 4,
Movie name: ""Mr. Holland's Opus (1995)"", Movie Genre: Drama Rating: 5"
234,"Movie name: ""Endless Summer 2, The (1994)"", Movie Genre: Documentary Rating: 2,
Movie name: ""20,000 Leagues Under the Sea (1954)"", Movie Genre: Adventure, Children's, Fantasy, Sci-Fi Rating: 3,
Movie name: ""Akira (1988)"", Movie Genre: Adventure, Animation, Sci-Fi, Thriller Rating: 4,
Movie name: ""Lost Horizon (1937)"", Movie Genre: Drama Rating: 3,
Movie name: ""Foreign Correspondent (1940)"", Movie Genre: Thriller Rating: 3,
Movie name: ""Godfather: Part II, The (1974)"", Movie Genre: Action, Crime, Drama Rating: 4,
Movie name: ""Omen, The (1976)"", Movie Genre: Horror Rating: 3,
Movie name: ""Thieves (Voleurs, Les) (1996)"", Movie Genre: Crime, Drama, Romance Rating: 3,
Movie name: ""So Dear to My Heart (1949)"", Movie Genre: Children's, Drama Rating: 4,
Movie name: ""Schindler's List (1993)"", Movie Genre: Drama, War Rating: 4"
119,"Movie name: ""Man Without a Face, The (1993)"", Movie Genre: Drama Rating: 4,
Movie name: ""Backbeat (1993)"", Movie Genre: Drama, Musical Rating: 5,
Movie name: ""Conspiracy Theory (1997)"", Movie Genre: Action, Mystery, Romance, Thriller Rating: 4,
Movie name: ""Jerry Maguire (1996)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Star Trek: First Contact (1996)"", Movie Genre: Action, Adventure, Sci-Fi Rating: 5,
Movie name: ""Spy Hard (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Adventures of Priscilla, Queen of the Desert, The (1994)"", Movie Genre: Comedy, Drama Rating: 5,
Movie name: ""In the Bleak Midwinter (1995)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Room with a View, A (1986)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Titanic (1997)"", Movie Genre: Action, Drama, Romance Rating: 5"
167,"Movie name: ""Sabrina (1954)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Young Guns (1988)"", Movie Genre: Action, Comedy, Western Rating: 1,
Movie name: ""Arsenic and Old Lace (1944)"", Movie Genre: Comedy, Mystery, Thriller Rating: 4,
Movie name: ""Ace Ventura: When Nature Calls (1995)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Man Without a Face, The (1993)"", Movie Genre: Drama Rating: 1,
Movie name: ""Pinocchio (1940)"", Movie Genre: Animation, Children's Rating: 3,
Movie name: ""Delta of Venus (1994)"", Movie Genre: Drama Rating: 5,
Movie name: ""Rear Window (1954)"", Movie Genre: Mystery, Thriller Rating: 4,
Movie name: ""Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"", Movie Genre: Horror Rating: 1,
Movie name: ""Hoop Dreams (1994)"", Movie Genre: Documentary Rating: 1"
299,"Movie name: ""Die Hard (1988)"", Movie Genre: Action, Thriller Rating: 4,
Movie name: ""Star Trek III: The Search for Spock (1984)"", Movie Genre: Action, Adventure, Sci-Fi Rating: 3,
Movie name: ""Before Sunrise (1995)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Truth About Cats & Dogs, The (1996)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Postino, Il (1994)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Tie Me Up! Tie Me Down! (1990)"", Movie Genre: Drama Rating: 3,
Movie name: ""Coneheads (1993)"", Movie Genre: Comedy, Sci-Fi Rating: 3,
Movie name: ""Ice Storm, The (1997)"", Movie Genre: Drama Rating: 3,
Movie name: ""Ulee's Gold (1997)"", Movie Genre: Drama Rating: 3,
Movie name: ""Citizen Kane (1941)"", Movie Genre: Drama Rating: 4"
308,"Movie name: ""Toy Story (1995)"", Movie Genre: Animation, Children's, Comedy Rating: 4,
Movie name: ""Family Thing, A (1996)"", Movie Genre: Comedy, Drama Rating: 4,
Movie name: ""Once Upon a Time in America (1984)"", Movie Genre: Crime, Drama, Thriller Rating: 4,
Movie name: ""Ghost (1990)"", Movie Genre: Comedy, Romance, Thriller Rating: 4,
Movie name: ""Cook the Thief His Wife & Her Lover, The (1989)"", Movie Genre: Drama Rating: 4,
Movie name: ""To Kill a Mockingbird (1962)"", Movie Genre: Drama Rating: 4,
Movie name: ""Professional, The (1994)"", Movie Genre: Crime, Drama, Romance, Thriller Rating: 3,
Movie name: ""Hudsucker Proxy, The (1994)"", Movie Genre: Comedy, Romance Rating: 5,
Movie name: ""Breakdown (1997)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""Godfather: Part II, The (1974)"", Movie Genre: Action, Crime, Drama Rating: 5"
95,"Movie name: ""Broken Arrow (1996)"", Movie Genre: Action, Thriller Rating: 2,
Movie name: ""Sword in the Stone, The (1963)"", Movie Genre: Animation, Children's Rating: 4,
Movie name: ""Roommates (1995)"", Movie Genre: Comedy, Drama Rating: 2,
Movie name: ""2001: A Space Odyssey (1968)"", Movie Genre: Drama, Mystery, Sci-Fi, Thriller Rating: 3,
Movie name: ""Assassins (1995)"", Movie Genre: Thriller Rating: 3,
Movie name: ""Under Siege (1992)"", Movie Genre: Action Rating: 4,
Movie name: ""Crow, The (1994)"", Movie Genre: Action, Romance, Thriller Rating: 4,
Movie name: ""Toy Story (1995)"", Movie Genre: Animation, Children's, Comedy Rating: 5,
Movie name: ""Gandhi (1982)"", Movie Genre: Drama Rating: 4,
Movie name: ""Empire Strikes Back, The (1980)"", Movie Genre: Action, Adventure, Drama, Romance, Sci-Fi, War Rating: 4"
38,"Movie name: ""Aladdin (1992)"", Movie Genre: Animation, Children's, Comedy, Musical Rating: 5,
Movie name: ""Conspiracy Theory (1997)"", Movie Genre: Action, Mystery, Romance, Thriller Rating: 4,
Movie name: ""Fish Called Wanda, A (1988)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Lawnmower Man 2: Beyond Cyberspace (1996)"", Movie Genre: Sci-Fi, Thriller Rating: 1,
Movie name: ""Body Snatchers (1993)"", Movie Genre: Horror, Sci-Fi, Thriller Rating: 1,
Movie name: ""Top Gun (1986)"", Movie Genre: Action, Romance Rating: 5,
Movie name: ""Conan the Barbarian (1981)"", Movie Genre: Action, Adventure Rating: 5,
Movie name: ""Love Bug, The (1969)"", Movie Genre: Children's, Comedy Rating: 2,
Movie name: ""Fantasia (1940)"", Movie Genre: Animation, Children's, Musical Rating: 1,
Movie name: ""Jungle Book, The (1994)"", Movie Genre: Adventure, Children's, Romance Rating: 5"
102,"Movie name: ""Casper (1995)"", Movie Genre: Adventure, Children's Rating: 2,
Movie name: ""Mulholland Falls (1996)"", Movie Genre: Crime, Film-Noir, Thriller Rating: 3,
Movie name: ""Four Weddings and a Funeral (1994)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Boot, Das (1981)"", Movie Genre: Action, Drama, War Rating: 1,
Movie name: ""Great Dictator, The (1940)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Murder at 1600 (1997)"", Movie Genre: Mystery, Thriller Rating: 3,
Movie name: ""Sword in the Stone, The (1963)"", Movie Genre: Animation, Children's Rating: 3,
Movie name: ""Top Gun (1986)"", Movie Genre: Action, Romance Rating: 2,
Movie name: ""Omen, The (1976)"", Movie Genre: Horror Rating: 3,
Movie name: ""Mission: Impossible (1996)"", Movie Genre: Action, Adventure, Mystery Rating: 2"
63,"Movie name: ""Restoration (1995)"", Movie Genre: Drama Rating: 4,
Movie name: ""Kolya (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Bottle Rocket (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Evita (1996)"", Movie Genre: Drama, Musical Rating: 2,
Movie name: ""Beautiful Girls (1996)"", Movie Genre: Drama Rating: 3,
Movie name: ""Fargo (1996)"", Movie Genre: Crime, Drama, Thriller Rating: 5,
Movie name: ""Waiting for Guffman (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Angels and Insects (1995)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""Grumpier Old Men (1995)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Star Wars (1977)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 4"
160,"Movie name: ""Jaws (1975)"", Movie Genre: Action, Horror Rating: 5,
Movie name: ""Raiders of the Lost Ark (1981)"", Movie Genre: Action, Adventure Rating: 5,
Movie name: ""2001: A Space Odyssey (1968)"", Movie Genre: Drama, Mystery, Sci-Fi, Thriller Rating: 4,
Movie name: ""Canadian Bacon (1994)"", Movie Genre: Comedy, War Rating: 3,
Movie name: ""Crossing Guard, The (1995)"", Movie Genre: Drama Rating: 2,
Movie name: ""Like Water For Chocolate (Como agua para chocolate) (1992)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Glengarry Glen Ross (1992)"", Movie Genre: Drama Rating: 5,
Movie name: ""Duck Soup (1933)"", Movie Genre: Comedy, War Rating: 5,
Movie name: ""Pulp Fiction (1994)"", Movie Genre: Crime, Drama Rating: 5,
Movie name: ""Rock, The (1996)"", Movie Genre: Action, Adventure, Thriller Rating: 4"
50,"Movie name: ""Chasing Amy (1997)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""Mulholland Falls (1996)"", Movie Genre: Crime, Film-Noir, Thriller Rating: 3,
Movie name: ""Pillow Book, The (1995)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Trainspotting (1996)"", Movie Genre: Drama Rating: 5,
Movie name: ""Anne Frank Remembered (1995)"", Movie Genre: Documentary Rating: 5,
Movie name: ""English Patient, The (1996)"", Movie Genre: Drama, Romance, War Rating: 2,
Movie name: ""Dead Man Walking (1995)"", Movie Genre: Drama Rating: 4,
Movie name: ""Phenomenon (1996)"", Movie Genre: Drama, Romance Rating: 2,
Movie name: ""Frighteners, The (1996)"", Movie Genre: Comedy, Horror Rating: 4,
Movie name: ""Crash (1996)"", Movie Genre: Drama, Thriller Rating: 1"
301,"Movie name: ""Silence of the Lambs, The (1991)"", Movie Genre: Drama, Thriller Rating: 4,
Movie name: ""Tommy Boy (1995)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Brady Bunch Movie, The (1995)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Pulp Fiction (1994)"", Movie Genre: Crime, Drama Rating: 4,
Movie name: ""Fugitive, The (1993)"", Movie Genre: Action, Thriller Rating: 5,
Movie name: ""Waterworld (1995)"", Movie Genre: Action, Adventure Rating: 3,
Movie name: ""Star Trek VI: The Undiscovered Country (1991)"", Movie Genre: Action, Adventure, Sci-Fi Rating: 3,
Movie name: ""Amadeus (1984)"", Movie Genre: Drama, Mystery Rating: 3,
Movie name: ""It Happened One Night (1934)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Desperado (1995)"", Movie Genre: Action, Romance, Thriller Rating: 4"
